"大分类","小分类","语言","名字","更新时间","下载地址","SHA1","大小"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Enterprise Edition with SP2 - Disc 1 - VL (Traditional Chinese)","2007-04-27","ed2k://|file|zh_win_srv_2003_r2_enterprise_with_sp2_vl_cd1_x13-46436.iso|635971584|44B021DF90B1BE136B6BF91720946358|/","DF2E6A609FCE14E20E7B2E6BE496FBE16A576CB1","606.51MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Enterprise Edition with SP2 - Disc 2 - VL (Traditional Chinese)","2007-04-27","ed2k://|file|zh_win_srv_2003_r2_enterprise_with_sp2_vl_cd2_x13-13678.iso|129755136|D258069383FD55257179110C05038575|/","FAA2817D26EF81B0B721923F438AD7331369E174","123.74MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Enterprise Edition with SP2 - Disc 2 (Traditional Chinese)","2007-04-26","ed2k://|file|zh_win_srv_2003_r2_enterprise_with_sp2_cd2_x13-13678.iso|129755136|D258069383FD55257179110C05038575|/","FAA2817D26EF81B0B721923F438AD7331369E174","123.74MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Enterprise x64 Edition with SP2 - Disc 1 - VL (Traditional Chinese)","2007-04-27","ed2k://|file|zh_win_srv_2003_r2_enterprise_x64_with_sp2_vl_cd1_x13-47321.iso|645384192|06F1ED3CAF94786CECE828095B8FAC25|/","85D96A79D634CF4940BFA85F4ECC5D9FED328DBE","615.49MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Enterprise x64 Edition with SP2 - Disc 2 - VL (Traditional Chinese)","2007-04-27","ed2k://|file|zh_win_srv_2003_r2_enterprise_x64_with_sp2_vl_cd2_x13-28745.iso|179154944|5ACF805822568FB7067BE35A4DD7CCDC|/","ABD74329D0E70A6453F19AF2A23BDDDA316B1B9E","170.86MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Enterprise x64 Edition with SP2 - Disc 2 (Traditional Chinese)","2007-04-26","ed2k://|file|zh_win_srv_2003_r2_enterprise_x64_with_sp2_cd2_x13-28745.iso|179154944|5ACF805822568FB7067BE35A4DD7CCDC|/","ABD74329D0E70A6453F19AF2A23BDDDA316B1B9E","170.86MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Standard Edition with SP2 - Disc 1 - VL (Traditional Chinese)","2007-04-27","ed2k://|file|zh_win_srv_2003_r2_standard_with_sp2_vl_cd1_x13-46536.iso|634460160|A7F5AFA5D6E84AF0CC972B956593EEBC|/","49FAA23AA3F84A69F9B7DC03E0D0404EC0F680D5","605.07MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Standard Edition with SP2 - Disc 2 - VL (Traditional Chinese)","2007-04-27","ed2k://|file|zh_win_srv_2003_r2_standard_with_sp2_vl_cd2_x13-13941.iso|129744896|15FFA6CDADE19042404F8E7C1444D801|/","D315F5118699A77A4D4D66C0DB34D722B7B411B9","123.73MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Standard Edition with SP2 - Disc 2 (Traditional Chinese)","2007-04-26","ed2k://|file|zh_win_srv_2003_r2_standard_with_sp2_cd2_x13-13941.iso|129744896|15FFA6CDADE19042404F8E7C1444D801|/","D315F5118699A77A4D4D66C0DB34D722B7B411B9","123.73MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Standard x64 Edition with SP2 - Disc 1 - VL (Traditional Chinese)","2007-04-27","ed2k://|file|zh_win_srv_2003_r2_standard_x64_with_sp2_vl_cd1_x13-47698.iso|643971072|88EC8B551072BCCA3C6F2990DD4D01AD|/","01FA441D19E9376DC2006C68B4A3764C1755D199","614.14MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Standard x64 Edition with SP2 - Disc 2 - VL (Traditional Chinese)","2007-04-27","ed2k://|file|zh_win_srv_2003_r2_standard_x64_with_sp2_vl_cd2_x13-28820.iso|179150848|139ADC453E650E31DAAF2498B0062E17|/","CBC4531AB428BC032AC0373184F0A624312D7B9E","170.85MB"
"操作系统","Windows Server 2003 R2","中文 - 繁体","Windows Server 2003 R2, Standard x64 Edition with SP2 - Disc 2 (Traditional Chinese)","2007-04-26","ed2k://|file|zh_win_srv_2003_r2_standard_x64_with_sp2_cd2_x13-28820.iso|179150848|139ADC453E650E31DAAF2498B0062E17|/","CBC4531AB428BC032AC0373184F0A624312D7B9E","170.85MB"
"操作系统","Windows Server 2003 R2","多国(语言包)","Windows Server 2003 R2 Multilingual User Interface Pack Disc 1 (French, German, Japanese, Spanish)","2006-03-28","ed2k://|file|MUI_Windows_server_2003_r2_cd1.iso|638373888|823A19753C621CFA212ABFFFACB5553E|/","717FE1E1FACBF509A4AF296D1A2192DFA9DCA062","608.8MB"
"操作系统","Windows Server 2003 R2","多国(语言包)","Windows Server 2003 R2 Multilingual User Interface Pack Disc 2 (Korean, Simplified Chinese, Traditional Chinese)","2006-03-28","ed2k://|file|MUI_Windows_server_2003_r2_cd2.iso|509810688|B34258BEAD3E4B51106689A1B3479884|/","0393745A2231422452AC7A6643D185B5079A5161","486.19MB"
"操作系统","Windows Server 2003 R2","多国(语言包)","Windows Server 2003 R2 Multilingual User Interface Pack Disc 3 (Dutch, Italian, Portuguese-Brazil, Swedish)","2006-03-28","ed2k://|file|MUI_Windows_server_2003_r2_cd3.iso|507830272|B5D63443724CD43E9CEC61CC15D50BD3|/","C39F6182D53561166CCB94B741D00EB3ABA5A0B5","484.3MB"
"操作系统","Windows Server 2003 R2","多国(语言包)","Windows Server 2003 R2 Multilingual User Interface Pack Disc 4 (Czech, Polish, Russian)","2006-03-28","ed2k://|file|MUI_Windows_server_2003_r2_cd4.iso|403613696|29649B1E913CB2C3E1B109AFF2289A63|/","B984ACA8A6AB3CE1363C0CCF861209BC9414CBBC","384.92MB"
"操作系统","Windows Server 2003 R2","多国(语言包)","Windows Server 2003 R2 Multilingual User Interface Pack Disc 5 (Hungarian, Portuguese-Portugal, Turkish)","2006-03-28","ed2k://|file|MUI_Windows_server_2003_r2_cd5.iso|396120064|CBC87BFD0F8A2DC74DA44E40E8393A3B|/","CEF01DED5E37A1C2D1C0665C591B59D4CDBBD615","377.77MB"
"操作系统","Windows Server 2003 R2","多国(语言包)","Windows Server 2003 R2 x64 Edition Multilingual User Interface Pack Disc 1 (German, Japanese)","2006-03-28","ed2k://|file|MUI_Windows_server_2003_r2_x64_cd1.iso|490629120|84892E1953749339329C9FADA74EC348|/","748BC2D412EC56F6527821B6730F8565094B0C0A","467.9MB"
"操作系统","Windows Server 2003 R2","多国(语言包)","Windows Server 2003 R2 x64 Edition Multilingual User Interface Pack Disc 2 (French, Italian, Spanish)","2006-03-28","ed2k://|file|MUI_Windows_server_2003_r2_x64_cd2.iso|608563200|E7D49201BA4D0891E6FCDAE2C01998A7|/","991887A2F9214905A932F49BBF54B20EC8345A21","580.37MB"
"操作系统","Windows Server 2003 R2","多国(语言包)","Windows Server 2003 R2 x64 Edition Multilingual User Interface Pack Disc 3 (Korean, Simplified Chinese, Traditional Chinese)","2006-03-28","ed2k://|file|MUI_Windows_server_2003_r2_x64_cd3.iso|615575552|BDEC149BC7B9D939FEA89C89692D8BAC|/","C2800D4AED5245962F11AE0D2396C8C25829C630","587.06MB"
"操作系统","Windows Server 2008","中文 - 简体","Windows AIK for Windows Server 2008 (x86, x64, ia64) - DVD (Chinese-Simplified)","2008-04-01","ed2k://|file|zh-Hans_windows_automated_installation_kit_1.1_x86_x64_ia64_dvd_74851.iso|1311176704|F961FE16C185828FE950F876D768789C|/","55EB4986159BA34F52BCAC80E7E9AE7D5651B44F","1.22GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Server 2008 Datacenter, Enterprise and Standard (x64) - DVD (Chinese-Simplified)","2008-03-18","ed2k://|file|cn_windows_server_2008_datacenter_enterprise_standard_x64_dvd_x14-26746.iso|2883866624|BDCF3B6D8579B527509D036E93059803|/","1400F7A5CA11E81B49FDB80A25F856DED84ACEC8","2.69GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Server 2008 Datacenter, Enterprise and Standard (x86) - DVD (Chinese-Simplified)","2008-03-10","ed2k://|file|zh-Hans_windows_server_2008_datacenter_enterprise_standard_x86_dvd_x14-26742.iso|2050056192|1EA055746EA9DBA9F2B420793378D607|/","4C1BC3739C13D3CE122C9B4BED4BB2BB2DC708C1","1.91GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Server 2008 Datacenter, Enterprise and Standard without Hyper-V (x86) - DVD (Chinese-Simplified)","2008-03-21","ed2k://|file|zh-Hans_windows_server_2008_datacenter_enterprise_standard_without_hyper-v_x86_dvd_x14-26876.iso|2050158592|419CC8C2A520E900EE4913820E644B67|/","B47A6F9573F5B2529A2183ACC13150EA93DEBC14","1.91GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Server 2008 Standard, Enterprise, and Datacenter with Service Pack 2 (x64) - DVD (Chinese-Simplified)","2009-06-16","ed2k://|file|cn_windows_server_2008_standard_enterprise_and_datacenter_with_sp2_x64_dvd_x15-41319.iso|2952992768|5F2CA73C9DA296CB05E7C0319F7D0E62|/","E722E8F91722EFE988FA274A5062EE978E53C22A","2.75GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Server 2008 Standard, Enterprise, and Datacenter with Service Pack 2 (x86) - DVD (Chinese-Simplified)","2009-06-16","ed2k://|file|cn_windows_server_standard_enterprise_and_datacenter_with_sp2_x86_dvd_x15-41045.iso|2190057472|E93B029C442F19024AA9EF8FB02AC90B|/","80F1E47364AD05C28763EA29D7A11527C8067A3F","2.04GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Server 2008 Standard, Enterprise, and Datacenter without Hyper-V with Service Pack 2 (x64) - DVD (Chinese-Simplified)","2009-06-16","ed2k://|file|cn_windows_server_2008_standard_enterprise_and_datacenter_without_hyper-v_with_sp2_x64_dvd_x15-41415.iso|2916302848|C54319418341B6EFF7A98D0D62FA372A|/","67EB3637C96C047D18B0495F4332970D905073E7","2.72GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Server 2008 Standard, Enterprise, and Datacenter without Hyper-V with Service Pack 2 (x86) - (Chinese-Simplified)","2009-06-16","ed2k://|file|cn_windows_server_2008_standard_enterprise_and_datacenter_without_hyper-v_with_sp2_x86_dvd_x15-41172.iso|2190555136|D4E784186756C84A9BEFBCEECC43CB59|/","D8968428D481C76911833D8A5F3D3E041395E1B8","2.04GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Web Server 2008 (x64) - DVD (Chinese-Simplified)","2008-03-21","ed2k://|file|zh-Hans_windows_web_server_2008_x64_dvd_x14-26154.iso|2353381376|B2081FEA3BC0832C8FD29BBA643E42B5|/","60777D4B331219521EC9D52C84B68A1239FBD9FC","2.19GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Web Server 2008 (x86) - DVD (Chinese-Simplified)","2008-03-20","ed2k://|file|zh-Hans_windows_web_server_2008_x86_dvd_x14-25992.iso|1760372736|A22ACC9D0BAB06B9ED895637DB437E37|/","DE7EF919EDAED54C1479B45FE98374CE1D67BFCF","1.64GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Web Server 2008 with Service Pack 2 (x64) - DVD (Chinese-Simplified)","2009-06-16","ed2k://|file|cn_windows_web_server_2008_with_sp2_x64_dvd_x15-51046.iso|2495262720|BC46231E88E87ED9D7A307C7BEB94D89|/","3F0EA73DE431E46B53717D576007D15E44B80FD2","2.32GB"
"操作系统","Windows Server 2008","中文 - 简体","Windows Web Server 2008 with Service Pack 2 (x86) - DVD (Chinese-Simplified)","2009-06-16","ed2k://|file|cn_windows_web_server_2008_with_sp2_x86_dvd_x15-51050.iso|1860190208|EBEA302ED2A76C4B435697F321E65804|/","AC64FAFB37E5B0B2B85E0B99C59C81233E6B3DAD","1.73GB"
"操作系统","Windows Server 2008","英语","Windows Driver Kit – Server 2008 (x86, x64, ia64) - DVD (English)","2008-04-01","ed2k://|file|en_windows_driver_kit_6001.18001_x86_x64_ia64_dvd_79037.iso|663646208|25E6A8A838A6C5041BA3C5F1F64AA48E|/","27BB8757243115FC91A39E48C0E1BF8E9A0982C0","632.9MB"
"操作系统","Windows Server 2008","英语","Windows Server 2008 Datacenter, Enterprise and Standard (x64) - DVD (English)","2008-02-04","ed2k://|file|en_windows_server_2008_datacenter_enterprise_standard_x64_dvd_X14-26714.iso|2665758720|3E5B4B66DE2C0DA54208500C20B4273C|/","BD000374709F67E9358814DB6EC8F0DDAAA16F70","2.48GB"
"操作系统","Windows Server 2008","英语","Windows Server 2008 Datacenter, Enterprise and Standard (x86) - DVD (English)","2008-02-06","ed2k://|file|en_windows_server_2008_datacenter_enterprise_standard_x86_dvd_X14-26710.iso|1881141248|E954F32ED2791EA314EA64F0D20C2443|/","6CA018FF96F1E9B2B310A36546B6FDED99A421E6","1.75GB"
"操作系统","Windows Server 2008","英语","Windows Server 2008 Datacenter, Enterprise and Standard without Hyper-V (x86) - DVD (English)","2008-02-13","ed2k://|file|en_windows_server_2008_datacenter_enterprise_standard_without_hyperv_x86_dvd_X14-27006.iso|1881540608|D9F9745DD3A9F96F066CD64AE38FA00C|/","D28929BBEC09CD5A624740B9B2ADB08F165DD473","1.75GB"
"操作系统","Windows Server 2008","英语","Windows Server 2008 Datacenter, Enterprise, and Standard with Service Pack 2 (x64) - DVD (English)","2009-05-11","ed2k://|file|en_windows_server_2008_datacenter_enterprise_standard_sp2_x64_dvd_342336.iso|2755887104|A2EA28A4DF1671271D0AA8A6D4408A46|/","34C7D726C57B0F8B19BA3B40D1B4044C15FC2029","2.57GB"
"操作系统","Windows Server 2008","英语","Windows Server 2008 Datacenter, Enterprise, and Standard with Service Pack 2 (x86) - DVD (English)","2009-05-11","ed2k://|file|en_windows_server_2008_datacenter_enterprise_standard_sp2_x86_dvd_342333.iso|2032248832|B5A728626734449E8DD2384DED834F9C|/","49D0D6917C1256FE81048D414FA473BBC76A8724","1.89GB"
"操作系统","Windows Server 2008","英语","Windows Server 2008 Datacenter, Enterprise, and Standard without Hyper-V with Service Pack 2 (x64) - DVD (English)","2009-05-11","ed2k://|file|en_windows_server_2008_datacenter_enterprise_standard_without_hyper-v_sp2_x64_dvd_342337.iso|2727526400|6D78992A3F522CE606CD0442F1CC42DD|/","8B0F5C7D3D0113B9AAA384C341A5AE70D90C6226","2.54GB"
"操作系统","Windows Server 2008","英语","Windows Server 2008 Datacenter, Enterprise, and Standard without Hyper-V with Service Pack 2 (x86) - DVD (English)","2009-05-11","ed2k://|file|en_windows_server_2008_datacenter_enterprise_standard_without_hyper-v_sp2_x86_dvd_342334.iso|2033383424|9BCE951D095EF92DAD0163181874DECC|/","7002031C61008F31D22E483224FA980B27159B42","1.89GB"
"操作系统","Windows Server 2008","英语","Windows Server 2008 for Itanium Based Systems with Service Pack 2 (ia64) - DVD (English)","2009-05-11","ed2k://|file|en_windows_server_2008_for_itanium_based_systems_sp2_ia64_dvd_342339.iso|2597382144|4E4D63011989CB0E9884CCBC5161A121|/","690A50FC19F89C19598F8D4E777C263673A2C842","2.42GB"
"操作系统","Windows Server 2008","英语","Windows Web Server 2008 (x64) - DVD (English)","2008-02-09","ed2k://|file|en_windows_web_server_2008_x64_dvd_X14-26683.iso|2247387136|5E43DE49C052B6BCC7EFB967BC83537F|/","8361690D28ACCA8A82F45B53F088763980AAC1BC","2.09GB"
"操作系统","Windows Server 2008","英语","Windows Web Server 2008 (x86) - DVD (English)","2008-02-09","ed2k://|file|en_windows_web_server_2008_x86_dvd_X14-26678.iso|1670627328|2F812E54D30FBBA202209EF6CAEA412B|/","1675D40E9E98EECC0F6FAF0F336833A678FF019B","1.56GB"
"操作系统","Windows Server 2008","英语","Windows Web Server 2008 with Service Pack 2 (x64) - DVD (English)","2009-05-11","ed2k://|file|en_windows_web_server_2008_sp2_x64_dvd_342342.iso|2424758272|86C5E89C225133A2B5C87A4150B134B4|/","755D2776F18566F2C1206137F3613A6770912C89","2.26GB"
"操作系统","Windows Server 2008","英语","Windows Web Server 2008 with Service Pack 2 (x64) - DVD (English)","2009-05-11","ed2k://|file|en_windows_web_server_2008_sp2_with_x64_dvd_342342.iso|2424758272|86C5E89C225133A2B5C87A4150B134B4|/","755D2776F18566F2C1206137F3613A6770912C89","2.26GB"
"操作系统","Windows Server 2008","英语","Windows Web Server 2008 with Service Pack 2 (x86) - DVD (English)","2009-05-11","ed2k://|file|en_windows_web_server_2008_sp2_with_x86_dvd_342340.iso|1785407488|15D113FF08503F45B4E365988F1C40B8|/","376088DF34C5AB91F2146EE2436A3906A5586E36","1.66GB"
"操作系统","Windows Server 2008","英语","Windows Web Server 2008 with Service Pack 2 (x86) - DVD (English)","2009-05-11","ed2k://|file|en_windows_web_server_2008_sp2_x86_dvd_342340.iso|1785407488|15D113FF08503F45B4E365988F1C40B8|/","376088DF34C5AB91F2146EE2436A3906A5586E36","1.66GB"
"操作系统","Windows Server 2008","中文 - 台湾","Windows Server 2008 for Itanium-based Systems with Service Pack 2 Global Language Pack (ia64) - DVD (Chinese-Taiwan)","2009-06-16","ed2k://|file|tw_windows_server_2008_for_itanium-based_systems_with_sp2_global_language_pack_ia64_dvd_x15-51198.iso|77748224|1D7DB9F6064D5FC626C1D005C0AA5C1A|/","ABA7D9F90159EE6D3C92BC7706E06B7FE0309826","74.15MB"
"操作系统","Windows Server 2008","中文 - 台湾","Windows Server 2008 for Itanium-based Systems with Service Pack 2 Global Language Pack (ia64) - DVD (Chinese-Taiwan)","2009-06-16","ed2k://|file|tw_windows_server_2008_for_itanium-based_systems_with_ sp2_global_language_pack_ia64_dvd_x15-51198.iso|77748224|1D7DB9F6064D5FC626C1D005C0AA5C1A|/","ABA7D9F90159EE6D3C92BC7706E06B7FE0309826","74.15MB"
"操作系统","Windows Server 2008","中文 - 台湾","Windows Server 2008 Standard, Enterprise, and Datacenter with Service Pack 2 (x64) - DVD (Chinese-Taiwan)","2009-06-16","ed2k://|file|tw_windows_server_2008_standard_enterprise_and_datacenter_with_sp2_x64_dvd_x15-41323.iso|2913771520|888FE02B6192F375DDACC99FFF716891|/","4681FF2D1CAA129674EE8C3CE3269D4C1D3C244A","2.71GB"
"操作系统","Windows Server 2008","中文 - 台湾","Windows Server 2008 Standard, Enterprise, and Datacenter with Service Pack 2 (x86) - DVD (Chinese-Taiwan)","2009-06-16","ed2k://|file|tw_windows_server_2008_standard_enterprise_and_datacenter_with_sp2_x86_dvd_x15-41049.iso|2145347584|F6CD4570502089972B1CBB028EE30206|/","F2A47154456507CCE21BB244890C61CE209E2BE6","2GB"
"操作系统","Windows Server 2008","中文 - 台湾","Windows Server 2008 Standard, Enterprise, and Datacenter without Hyper-V with Service Pack 2 (x64) - DVD (Chinese-Taiwan)","2009-06-16","ed2k://|file|tw_windows_server_2008_standard_enterprise_and_datacenter_without_hyper-v_with_sp2_x64_dvd_x15-41419.iso|2877140992|91B7EA22D8DA096C6F61AD9F92A9839A|/","9A306A77E59265C4A265ACFEE0B0F05865089B62","2.68GB"
"操作系统","Windows Server 2008","中文 - 台湾","Windows Server 2008 Standard, Enterprise, and Datacenter without Hyper-V with Service Pack 2 (x86) - DVD (Chinese-Taiwan)","2009-06-16","ed2k://|file|tw_windows_server_2008_standard_enterprise_and_datacenter_without_hyper-v_with_sp2_x86_dvd_x15-41176.iso|2145740800|696D700634143443F39B3AE32F364A71|/","8F033B6756E614176F67C410C8892AF289A19D60","2GB"
"操作系统","Windows Server 2008","中文 - 台湾","Windows Server 2008 with Service Pack 2 Global Language Pack (x64) - DVD (Chinese-Taiwan)","2009-06-16","ed2k://|file|tw_windows_server_2008_with_sp2_global_language_pack_x64_dvd_x15-51200.iso|82681856|B84203C6EA73388B19343633ECD0D4BA|/","A33A6477246FD1CFBC541B207BC72EA3B2F48663","78.85MB"
"操作系统","Windows Server 2008","中文 - 台湾","Windows Server 2008 with Service Pack 2 Global Language Pack (x86) - DVD (Chinese-Taiwan)","2009-06-16","ed2k://|file|tw_windows_server_2008_with_sp2_global_language_pack_x86_dvd_x15-51199.iso|73023488|A8A42ACE6E6A27E1A245CA642C1A3D65|/","C9374088B590D152E8D6CB4FAF409AC3B77662B7","69.64MB"
"操作系统","Windows Server 2008","多国(语言包)","Update for Windows Server 2008 - KB950050 (x64) - MSU (Multiple Languages)","2008-06-26","ed2k://|file|mu_update_for_windows_server_2008_kb950050_x64.msu|32014893|705818ADC740682C07168730A6099CCD|/","0440BAB6C829C0CC052473E34D42E18D37745A91","30.53MB"
"操作系统","Windows Server 2008","多国(语言包)","Update for Windows Server 2008 - KB950050 (x86) - MSU (Multiple Languages)","2008-06-26","ed2k://|file|mu_update_for_windows_server_2008_kb950050_x86.msu|4049948|274106C7CD39FFCC05B5333DBEC37E0A|/","CA9C19235F4789743D1D818C33726E0F2600238A","3.86MB"
"操作系统","Windows Server 2008","多国(语言包)","Update for Windows Server 2008 Multilingual User Interface Language Pack - KB951636 (x64) - MSU (Multiple Languages)","2008-06-27","ed2k://|file|mu_update_for_windows_server_2008_multilingual_user_interface_language_pack_kb951636_x64.msu|1315470|518594B94FD95C0B135754D71AB78424|/","512A40F75DE305DC33B95DA096EF08C7C8C3E7C1","1.25MB"
"操作系统","Windows Server 2008","多国(语言包)","Update for Windows Server 2008 Multilingual User Interface Language Pack - KB951636 (x86) - MSU (Multiple Languages)","2008-06-27","ed2k://|file|mu_update_for_windows_server_2008_multilingual_user_interface_language_pack_kb951636_x86.msu|781626|5479DA714BD00F285FF5E18CC0A087F1|/","06A5D838372B9C50381187B9B0B3769960D262F0","763.31KB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 for Itanium-based Systems with Service Pack 2 Global Language Pack (ia64) - DVD (Chinese-Simplified, Korean)","2009-06-16","ed2k://|file|cn_ko_windows_server_2008_for_itanium-based_systems_with_sp2_global_language_pack_ia64_dvd_x15-51197.iso|204316672|966F599CD8BECBDAF46B7DB84251ADEB|/","5CC141AB374E3D133159E6C761F2A08394E78C89","194.85MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 for Itanium-based Systems with Service Pack 2 Global Language Pack (ia64) - DVD (Chinese-Simplified, Korean)","2009-06-16","ed2k://|file|cn_ko_windows_server_2008_for_itanium-based_systems_with_ sp2_global_language_pack_ia64_dvd_x15-51197.iso|204316672|966F599CD8BECBDAF46B7DB84251ADEB|/","5CC141AB374E3D133159E6C761F2A08394E78C89","194.85MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 Multilingual User Interface Language Pack (ia64) - CD (English, French, German, Japanese)","2008-02-18","ed2k://|file|de_en_fr_ja_windows_server_2008_multilingual_user_interface_language_pack_ia64_cd_72152.iso|297547776|C0601E5713E3ED1678D511F06872AD89|/","D288C117EF3E63407C5B993BCE7BDCF4B9909BF8","283.76MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 Multilingual User Interface Language Pack (x64) - CD (English, French, German, Japanese, Spanish)","2008-02-18","ed2k://|file|de_en_es_fr_ja_windows_server_2008_multilingual_user_interface_language_pack_x64_cd_72150.iso|379662336|CC1529731224B3CB50C6B2D445399C80|/","CF1C2A6712CEB4981E00D6F1C831EC9E2171B859","362.07MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 Multilingual User Interface Language Pack (x64) - DVD (Czech, Hungarian, Polish, Turkish)","2008-04-04","ed2k://|file|cs_hu_pl_tr_windows_server_2008_multilingual_user_interface_language_pack_x64_dvd_x14-18612.iso|270284800|14F956B3B8BA93956482B3D32064D28B|/","B8E52D9453B0ECD74B75CE1039DC1B40F6088C59","257.76MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 Multilingual User Interface Language Pack (x64) - DVD (Dutch, Italian, Portuguese-Portugal, Russian, Swedish)","2008-04-04","ed2k://|file|nl_it_pt-pt_ru_sv_windows_server_2008_multilingual_user_interface_language_pack_x64_dvd_x14-18611.iso|336349184|A99EF8768733AEAB501046BBA712EB61|/","707C696ACC2EC011A486374D6D27A63B8526E70F","320.77MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 Multilingual User Interface Language Pack (x86) - CD (English, French, German, Japanese, Spanish)","2008-02-18","ed2k://|file|de_en_es_fr_ja_windows_server_2008_multilingual_user_interface_language_pack_x86_cd_72148.iso|340930560|ECE4AA53A49A323B2185F2BB7D46820C|/","5D5B6EE181DAEE593F83EFADED5C24BBCCDAF16E","325.14MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 Multilingual User Interface Language Pack (x86) - DVD (Czech, Hungarian, Polish, Turkish)","2008-04-04","ed2k://|file|cs_hu_pl_tr_windows_server_2008_multilingual_user_interface_language_pack_x86_dvd_x14-18622.iso|236660736|C3D535A3EE419D563A33539ED8134B8D|/","C8E52CA5042DBE1A40E90EB30DB68EC54C44DD70","225.7MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 with Service Pack 2 Global Language Pack (x64) - DVD (Chinese-Hong Kong SAR, Chinese-Simplified, Korean, Portuguese-Brazil)","2009-06-16","ed2k://|file|hk_cn_ko_pt_windows_server_2008_global_language_pack_with_sp2_x64_dvd_x15-51195.iso|370505728|14DD1F17294444AD4B79D7D3786158D2|/","8B7BE26D724C5DAF70FDAECF277436B849615B2D","353.34MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 with Service Pack 2 Global Language Pack (x64) - DVD (Czech, Hungarian, Polish, Turkish)","2009-06-16","ed2k://|file|cs_hu_pl_tr_windows_server_2008_with_sp2_global_language_pack_x64_dvd_x15-51203.iso|311099392|4D26A33ED96250BF5D0F2B3A4B53BA27|/","070C7CBAF8694D09A0538BCF96BDA6DD0794178D","296.69MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 with Service Pack 2 Global Language Pack (x64) - DVD (Dutch, Italian, Portuguese-Portugal, Russian, Swedish)","2009-06-16","ed2k://|file|nl_it_pp_ru_sv_windows_server_2008_global_language_pack_with_sp2_x64_dvd_x15-51201.iso|376926208|2629851637D767E07B6398450806C95A|/","E44E446D79E592757EE11837BC5E81E9FDC154CE","359.46MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 with Service Pack 2 Global Language Pack (x64) - DVD (Multiple Languages - See Details)","2009-06-16","ed2k://|file|ar_bg_de_el_et_fi_he_hr_lt_lv_no_ro_sk_sl_sr_th_uk_windows_server_2008_with_sp2_global_language_pack_x64_dvd_x15-51206.iso|1174925312|D2A4D710D335D30149F32E9F267EA505|/","318D5B60CB76B9DB9EEDEB1524834298DB24F9D8","1.09GB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 with Service Pack 2 Global Language Pack (x86) - DVD (Chinese-Hong Kong SAR, Chinese-Simplified, Korean, Portuguese-Brazil)","2009-06-16","ed2k://|file|hk_cn_ko_pt_windows_server_2008_global_language_pack_with_sp2_x86_dvd_x15-51196.iso|328245248|3A273483B78346B525FE89F786F08352|/","0DDB664CA8BCA469EA58C136D898AA1F9C2AF399","313.04MB"
"操作系统","Windows Server 2008","多国(语言包)","Windows Server 2008 with Service Pack 2 Global Language Pack (x86) - DVD (Czech, Hungarian, Polish, Turkish)","2009-06-16","ed2k://|file|cs_hu_pl_tr_windows_server_2008_with_sp2_global_language_pack_x86_dvd_x15-51204.iso|272291840|A68BCA955293CE79BEFC5F704D5102AC|/","9A09ABDA0DF3F3B08B1B638369A5B5D93B30FC2C","259.68MB"
